text,clean_text,sentiment_label
Ane belajar trending otodidak paham cara kerjanya tapi penjelasan ini makin membuat yakin akan keputusan untuk memilih tren makasih bro makin nambah ilmu,ane belajar trending otodidak paham cara kerjanya tapi penjelasan ini makin membuat yakin akan keputusan untuk memilih tren makasih bro makin nambah ilmu,Positive
Ko sisi gelap dunia sama apakah Dunia crypto punya sisi gelap yg sama dgn saham atau tidak ada sisi gelapnya..?,ko sisi gelap dunia sama apakah dunia crypto punya sisi gelap yg sama dgn saham atau tidak ada sisi gelapnya,Negative
next bang bahas rantai makanan di capital market. stay safe :),next bang bahas rantai makanan di capital market stay safe,Neutral
Umur 22 thn guwe masih ban nana,umur 22 thn guwe masih ban nana,Neutral
senyuman diakhir video mengisyaratkan ada sesuatu,senyuman diakhir video mengisyaratkan ada sesuatu,Neutral
Di Crypto juga kek nya gini dehh,di crypto juga kek nya gini dehh,Negative
"Masalahnya di platform kripto resmi indonesia yg terbatas macam indodax, bandar kripto juga ada",masalahnya di platform kripto resmi indonesia yg terbatas macam indodax bandar kripto juga ada,Negative
"Saham= zero sum game, berarti saham = judi donk? Gimana dg crypto?😁😁😁",saham zero sum game berarti saham judi donk gimana dg crypto,Negative
"bang bisa tolong jelasin bandar forex main di harga, bukan yang oknum nyuruh top up",bang bisa tolong jelasin bandar forex main di harga bukan yang oknum nyuruh top up,Neutral
"Bang, maksudnya di ""guyur habis"" pas Lo mau beli saham yg tidur terus Lo gak ijin sama ownernya, maksud dari di ""guyur habis"" itu apa  ya  Bang ?",bang maksudnya di guyur habis pas lo mau beli saham yg tidur terus lo gak ijin sama ownernya maksud dari di guyur habis itu apa ya bang,Negative
Di bikin sangkut,di bikin sangkut,Neutral
@gadogadoshop Thank Bro / Sis,thank bro sis,Positive
"Anda bukan foamer ataupun scalper, dan saya tahu apa yg anda takuti dari cr***... Dan moment ini yg saya tunggu dari tahun 2020..  Anda mau menjala kerumunan ikan salmon ? Sebentar lagi akan ada ikan yg lebih menarik,besar, dan menguntungkan dari salmon..  Sekarang saya beralih ke nikel.. Ga ada hubungannya sama mas elon tapi kedepannya analisis gw pasti ga akan meleset..  Disamping itu kabar Resesi sudah ditakuti banyak orang.. Emiten dari perusahan NASI dan perusahan pangan lainnya akan terus naik.. Cuaca sedang buruk, resiko inflasi akan terus melunjak. So,,thanks bro gw suka konten² lu.. GBU",anda bukan foamer ataupun scalper dan saya tahu apa yg anda takuti dari cr dan moment ini yg saya tunggu dari tahun 2020 anda mau menjala kerumunan ikan salmon sebentar lagi akan ada ikan yg lebih menarik besar dan menguntungkan dari salmon sekarang saya beralih ke nikel ga ada hubungannya sama mas elon tapi kedepannya analisis gw pasti ga akan meleset disamping itu kabar resesi sudah ditakuti banyak orang emiten dari perusahan nasi dan perusahan pangan lainnya akan terus naik cuaca sedang buruk resiko inflasi akan terus melunjak so thanks bro gw suka konten lu gbu,Positive
Kerenn lu bang..pencerahan nya ngeri2 sedap..ditunggu video pencerahan selanjut nya👍👍,kerenn lu bang pencerahan nya ngeri2 sedap ditunggu video pencerahan selanjut nya,Negative
"maaf mau tanya, saham crypto itu termasuk judi atau bukan?",maaf mau tanya saham crypto itu termasuk judi atau bukan,Neutral
Anajaiii. . Ada yg berani bahassss😁😁😂😂,anajai ada yg berani bahas,Negative
"bner bro, zaman skrg banyak mentor ""oknum"" yg berkedok guru, tpi sbnrnya mereka itu sales, alias agen broker yg ngambil komisi wkwkwk",bner bro zaman skrg banyak mentor oknum yg berkedok guru tpi sbnrnya mereka itu sales alias agen broker yg ngambil komisi wkwkwk,Negative
Bahkan chanel2 yt nya dah besar juga ada 😂,bahkan chanel2 yt nya dah besar juga ada,Positive
"Bener banget dan setuju banget sama video ini thanks ko, semoga investor di Indonesia lebih berpengetahuan",bener banget dan setuju banget sama video ini thanks ko semoga investor di indonesia lebih berpengetahuan,Positive
"sperti statement terakhir negara berkembang adalah hal yg lumrah,tanpa peran liquidity provider,pasar kita pasti akan sepi transaksi,clossing statement menarik dan mencerahkan",sperti statement terakhir negara berkembang adalah hal yg lumrah tanpa peran liquidity provider pasar kita pasti akan sepi transaksi clossing statement menarik dan mencerahkan,Positive
"Keren parah, realita. Thanks vidio nya bang... Semakin harus lebih belajar dan hati²..",keren parah realita thanks vidio nya bang semakin harus lebih belajar dan hati,Positive
10:40,10 40,Neutral
"tetep sih, mau sejago apa kalo kalah 'power' sama bandar pasti kalah",tetep sih mau sejago apa kalo kalah power sama bandar pasti kalah,Negative
"Kalau kalian mau selamat di saham hanya ada 4 kuncinya 1. Gunakan uang dingin yang ga kalian butuhkan  2. Beli saham yang baik 3. Beli di harga yang baik 4. Biar waktu kerja  Mau bandar, bandor, mandra, mandor karep. 4 mustika diatas akan bikin kalian menang in the long run. Makanya gue invest bukan trading, swing trade,  apalagi judi scalping.",kalau kalian mau selamat di saham hanya ada 4 kuncinya 1 gunakan uang dingin yang ga kalian butuhkan 2 beli saham yang baik 3 beli di harga yang baik 4 biar waktu kerja mau bandar bandor mandra mandor karep 4 mustika diatas akan bikin kalian menang in the long run makanya gue invest bukan trading swing trade apalagi judi scalping,Positive
Bener banget bro,bener banget bro,Positive
setuju,setuju,Positive
Lu Olang Kelen a👍,lu olang kelen a,Neutral
Mantep banget ni,mantep banget ni,Negative
Ga semudah yang kau kira😅,ga semudah yang kau kira,Negative
"Saham menjadi tidak zero sum game, jika anda melakukan deviden investing.  Karena deviden adalah real cash & money the company give to you.",saham menjadi tidak zero sum game jika anda melakukan deviden investing karena deviden adalah real cash money the company give to you,Neutral
Dan harga susah naik kalo gada trader yg unyu,dan harga susah naik kalo gada trader yg unyu,Negative
You uda cetak berapa duit di saham koq ngrasa uda berani ngajarin soal saham.?,you uda cetak berapa duit di saham koq ngrasa uda berani ngajarin soal saham,Neutral
Saham adalah ponzi,saham adalah ponzi,Neutral
Crypto,crypto,Positive
11:23 ITULAH PONZI,11 23 itulah ponzi,Neutral
gokil. ilmu harga 5jutaan dikasih gratis di youtube. panjang umur bang..,gokil ilmu harga 5jutaan dikasih gratis di youtube panjang umur bang,Positive
Saham itu judi online wkwkwk,saham itu judi online wkwkwk,Neutral
Lu bilang gitu karna lu gk belajar,lu bilang gitu karna lu gk belajar,Negative
Siapa bandar cryopto dong,siapa bandar cryopto dong,Neutral
ya apapun usahanya di dunia pasti ada sisi gelapnya. tinggal kita sendiri mau berkecimpung di dunia mana yang cocok,ya apapun usahanya di dunia pasti ada sisi gelapnya tinggal kita sendiri mau berkecimpung di dunia mana yang cocok,Negative
bos...makasih banyak bos...saya bukan pemain saham tapi sangat mencerahkan....tambah lagi informasi lainnya sehingga kami kami Tidak buta finansial....sukses selalu bro,bos makasih banyak bos saya bukan pemain saham tapi sangat mencerahkan tambah lagi informasi lainnya sehingga kami kami tidak buta finansial sukses selalu bro,Positive
"Bandar tahu, retail beli di harga berapa aja. Makanya bisa maen banting harga. Singkat nya, mereka bisa lihat kita tapi kita ngga bisa lihat mereka.",bandar tahu retail beli di harga berapa aja makanya bisa maen banting harga singkat nya mereka bisa lihat kita tapi kita ngga bisa lihat mereka,Negative
Aduh takut mau inves saham,aduh takut mau inves saham,Negative
The best pembahasan nya,the best pembahasan nya,Positive
"mind blow, Antara argumentasi dan persepsi tanpa validasi . tapi perlu di lanjut part 2 si",mind blow antara argumentasi dan persepsi tanpa validasi tapi perlu di lanjut part 2 si,Negative
Setuju gwe “bandar itu owner perusahaan milik dia sendiri” yg sedang terjadi di emiten BYAN,setuju gwe bandar itu owner perusahaan milik dia sendiri yg sedang terjadi di emiten byan,Negative
Gunanya OJK apa?,gunanya ojk apa,Negative
Ojk berguna tapi masi ada yg bocor juga 😂,ojk berguna tapi masi ada yg bocor juga,Negative
Saya bilang anda salah.... Kenapa...?  Kita balik ke saham jaman dulu .. Anda punya saham Telkomsel 1000 lembar... Seharga 100 per lembar... Saya kasih uang ke anda saya bawa pulang 2 rim kertas saham itu kemudian saya simpan di rumah.... Jika setahun kemudian saya jual harga di 90 brati saya rugi... Apa urusan anda dengan sayA...ga ada bro ..  Karena saya beli setaun lalu...anda sudah pakai duit saya entah untuk apa...  Apakah yg beli saham saya di harga 90 menang dari saya...? Ya tidak... Saya menjual karena saya punya barang tidak perduli rugi impas atau untung. Sama anda beli emas...apakah  ada Menag atau kalah...? Tidak ada...  Kenapa nampak seperti JUDI atau zero sum game anda bilang secara halus nyam..  Karena perdagangan hari ini bergerak sangat cepat... Karena melibatkan ratusan bahkan ribuan orang dalam satu waktu .. Melibatkan uang milyaran sampai trilyunan. Zero sum game ... Seperti judi slot ...atau main kartu Remi 4 orang. Masang 10ribu jika saya menang maka saya ngantongi 300rebu duit orang. Sementara ke 3 teman saya pulang ga bawa apa apa...kartu Remi cuma aplikasii  Saya sangat tidak setuju SAMA SEKALI DENGAN ANDA...!. karena ini perdagangan sama seperti beli burung merpati atau batu akik. Tidak ada menang kalah karena kita punya barangnya... Barang itu akan berharga sama buat saya jika tidak saya jual. Batu akik saya tetap nilainya 5 juta menurut saya karena itu menempel di jari saya... Jika saya jual hari ini ke orang lain 5000 rupiah...itu adalah nilai  yg di dapat oleh pembeli nya...,saya bilang anda salah kenapa kita balik ke saham jaman dulu anda punya saham telkomsel 10 lembar seharga 100 per lembar saya kasih uang ke anda saya bawa pulang 2 rim kertas saham itu kemudian saya simpan di rumah jika setahun kemudian saya jual harga di 90 brati saya rugi apa urusan anda dengan saya ga ada bro karena saya beli setaun lalu anda sudah pakai duit saya entah untuk apa apakah yg beli saham saya di harga 90 menang dari saya ya tidak saya menjual karena saya punya barang tidak perduli rugi impas atau untung sama anda beli emas apakah ada menag atau kalah tidak ada kenapa nampak seperti judi atau zero sum game anda bilang secara halus nyam karena perdagangan hari ini bergerak sangat cepat karena melibatkan ratusan bahkan ribuan orang dalam satu waktu melibatkan uang milyaran sampai trilyunan zero sum game seperti judi slot atau main kartu remi 4 orang masang 10ribu jika saya menang maka saya ngantongi 300rebu duit orang sementara ke 3 teman saya pulang ga bawa apa apa kartu remi cuma aplikasii saya sangat tidak setuju sama sekali dengan anda karena ini perdagangan sama seperti beli burung merpati atau batu akik tidak ada menang kalah karena kita punya barangnya barang itu akan berharga sama buat saya jika tidak saya jual batu akik saya tetap nilainya 5 juta menurut saya karena itu menempel di jari saya jika saya jual hari ini ke orang lain 50 rupiah itu adalah nilai yg di dapat oleh pembeli nya,Negative
Lu bikin konten juga buat income ya kan,lu bikin konten juga buat income ya kan,Neutral
Ini baru konten keren,ini baru konten keren,Positive
Bahas sisi gelap cry pto bang,bahas sisi gelap cry pto bang,Neutral
Sukurinn manusia2 retail yang pengen cepet kaya dari saham. Padahal kalian hanya ditiou akibat keserakahan kalian sendiri. Liatt dan dengar penjelasan koh koh ini. Baru sadar kalian hanyaa pion pion yang jadi santapan emiten emiten yang punya kepentingan atas uang kalian. Wkwkkwkwkw.. teruslah bermimpi untuk kaya cepet dari saham atau spekulasi apapun di dunia ini.,sukurinn manusia2 retail yang pengen cepet kaya dari saham padahal kalian hanya ditiou akibat keserakahan kalian sendiri liatt dan dengar penjelasan koh koh ini baru sadar kalian hanyaa pion pion yang jadi santapan emiten emiten yang punya kepentingan atas uang kalian wkwkkwkwkw teruslah bermimpi untuk kaya cepet dari saham atau spekulasi apapun di dunia ini,Negative
"Ditunggu part 2 part 3 dst... Ko, kayak nya topik ini masih sedikit yg bahas diyutube..",ditunggu part 2 part 3 dst ko kayak nya topik ini masih sedikit yg bahas diyutube,Negative
kalo yg untuk2 kepentingan politik contoh nya kayak adaro mineral bukan bro?,kalo yg untuk2 kepentingan politik contoh nya kayak adaro mineral bukan bro,Negative
"Masih aman ko? 😅 Mksh infonya, kl ad ap2 live streaming aj biar dbantu netijen. Krn info yg dksh ni bermanfaat bgt utk investor retail tapi bikin bandar curang kegerahan karena ketahuan cara maennya 😁 Saran nih, jangan pernah main saham! Tapi belilah perusahaan gede lewat saham! Bandar cuman bisa untung dari capital gain, tapi pemilik usaha akan tetap untung selama beli saham perusahaan yang sangat sehat dan baik performanya di harga wajar sebab akan tetep cuan dari dividen yang dibagikan. 😊",masih aman ko mksh infonya kl ad ap2 live streaming aj biar dbantu netijen krn info yg dksh ni bermanfaat bgt utk investor retail tapi bikin bandar curang kegerahan karena ketahuan cara maennya saran nih jangan pernah main saham tapi belilah perusahaan gede lewat saham bandar cuman bisa untung dari capital gain tapi pemilik usaha akan tetap untung selama beli saham perusahaan yang sangat sehat dan baik performanya di harga wajar sebab akan tetep cuan dari dividen yang dibagikan,Positive
Bolpen tuh tukang pompom,bolpen tuh tukang pompom,Negative
Gile... keren *ikan kecil dihajar bandar (bneran ada konspirasi pom pom)🤣,gile keren ikan kecil dihajar bandar bneran ada konspirasi pom pom,Negative
Terima kasih ilmu yang sangat seru juga,terima kasih ilmu yang sangat seru juga,Positive
Bijaknya jgn main saham klo gk ada ilmunya,bijaknya jgn main saham klo gk ada ilmunya,Negative
Semua pasti ada bandar saham.,semua pasti ada bandar saham,Neutral
Full daging,full daging,Positive
08:30 benar sekali wkwk. joint lah group rekomendasi gorengan untuk menghindar saham yg di rekom,08 30 benar sekali wkwk joint lah group rekomendasi gorengan untuk menghindar saham yg di rekom,Neutral
"Jadi ini saham dalam arti invest secara pribadi (ntah nama atau perusahaan) di datangi/mendatangi perusahaan lain  atau invest secara umum macam IPO ? kan ada tuh, perusahaan yang dia ngga mau IPO tapi punya banyak investor dalam usahanya.... cmiiw",jadi ini saham dalam arti invest secara pribadi ntah nama atau perusahaan di datangi mendatangi perusahaan lain atau invest secara umum macam ipo kan ada tuh perusahaan yang dia ngga mau ipo tapi punya banyak investor dalam usahanya cmiiw,Positive
"Good job untuk kita semua atas semua yang kita lakukan selama tahun 2022, mau itu tercapai ataupun tidak...  Tepuk pundak lu men, lu nggak serapuh itu untuk menyerah. come on!",good job untuk kita semua atas semua yang kita lakukan selama tahun 2022 mau itu tercapai ataupun tidak tepuk pundak lu men lu nggak serapuh itu untuk menyerah come on,Positive
"Klo qt trading pas profit it uang siapa, klo kalah uang qta kmana?",klo qt trading pas profit it uang siapa klo kalah uang qta kmana,Neutral
Wah. Suhu ini,wah suhu ini,Negative
Sbnrnya udh kepikiran ini dri dulu.. Ya gimana...   Saham itu kyk rantai makanan.     Dan orng awam akan jd makanan pling bawah.,sbnrnya udh kepikiran ini dri dulu ya gimana saham itu kyk rantai makanan dan orng awam akan jd makanan pling bawah,Neutral
"Belajar boleh, tapi bagi pemula ""JANGAN COBA-COBA TRADING""  jangan buang uang kalian dari hasil tebak""an atau ikut""an, apalagi dengan stategi trading technical analysis yang super konyol..",belajar boleh tapi bagi pemula jangan coba coba trading jangan buang uang kalian dari hasil tebak an atau ikut an apalagi dengan stategi trading technical analysis yang super konyol,Negative
